14.0 8.0 10.0 0.0 0.0 -0.1
14.0 8.0 10.0 0.0 0.0 -0.2
14.0 8.0 10.0 0.0 0.0 -0.3
14.0 8.0 10.0 0.0 0.0 -0.4
14.0 8.0 10.0 0.0 0.0 -0.5
14.0 8.0 10.0 0.0 0.0 -0.6
14.0 8.0 10.0 0.0 0.0 -0.7
14.0 8.0 10.0 0.0 0.0 -0.8
14.0 8.0 10.0 0.0 0.0 -0.9
14.0 8.0 10.0 0.0 0.0 -1.0
14.0 8.0 10.0 0.0 0.0 -1.1
14.0 8.0 10.0 0.0 0.0 -1.2
14.0 8.0 10.0 0.0 0.0 -1.3
14.0 8.0 10.0 0.0 0.0 -1.4
14.0 8.0 10.0 0.0 0.0 -1.5
14.0 8.0 10.0 0.0 0.0 -1.6
14.0 8.0 10.0 0.0 0.0 -1.7
14.0 8.0 10.0 0.0 0.0 -1.8
14.0 8.0 10.0 0.0 0.0 -1.9
14.0 8.0 10.0 0.0 0.0 -2.0
14.0 8.0 10.0 0.0 0.0 -2.1
14.0 8.0 10.0 0.0 0.0 -2.2
14.0 8.0 10.0 0.0 0.0 -2.3
14.0 8.0 10.0 0.0 0.0 -2.4
14.0 8.0 10.0 0.0 0.0 -2.5
14.0 8.0 10.0 0.0 0.0 -2.6
14.0 8.0 10.0 0.0 0.0 -2.7
14.0 8.0 10.0 0.0 0.0 -2.8
14.0 8.0 10.0 0.0 0.0 -2.9
14.0 8.0 10.0 0.0 0.0 -3.0
14.0 8.0 10.0 0.0 0.0 -3.1
14.0 8.0 10.0 0.0 0.0 -3.2
14.0 8.0 10.0 0.0 0.0 -3.3
14.0 8.0 10.0 0.0 0.0 -3.4
14.0 8.0 10.0 0.0 0.0 -3.5
14.0 8.0 10.0 0.0 0.0 -3.6
14.0 8.0 10.0 0.0 0.0 -3.7
14.0 8.0 10.0 0.0 0.0 -3.8
14.0 8.0 10.0 0.0 0.0 -3.9
14.0 8.0 10.0 0.0 0.0 -4.0
14.0 8.0 10.0 0.0 0.0 -4.1
14.0 8.0 10.0 0.0 0.0 -4.2
14.0 8.0 10.0 0.0 0.0 -4.3
14.0 8.0 10.0 0.0 0.0 -4.4
14.0 8.0 10.0 0.0 0.0 -4.5
14.0 8.0 10.0 0.0 0.0 -4.6
14.0 8.0 10.0 0.0 0.0 -4.7
14.0 8.0 10.0 0.0 0.0 -4.8
14.0 8.0 10.0 0.0 0.0 -4.9
14.0 8.0 10.0 0.0 0.0 -5.0
14.0 8.0 10.0 0.0 0.0 -5.1
14.0 8.0 10.0 0.0 0.0 -5.2
14.0 8.0 10.0 0.0 0.0 -5.3
14.0 8.0 10.0 0.0 0.0 -5.4
14.0 8.0 10.0 0.0 0.0 -5.5
14.0 8.0 10.0 0.0 0.0 -5.6
14.0 8.0 10.0 0.0 0.0 -5.7
14.0 8.0 10.0 0.0 0.0 -5.8
14.0 8.0 10.0 0.0 0.0 -5.9
14.0 8.0 10.0 0.0 0.0 -6.0
14.0 8.0 10.0 0.0 0.1 -6.0
14.0 8.0 10.0 0.0 0.2 -6.0
14.0 8.0 10.0 0.0 0.3 -6.0
14.0 8.0 10.0 0.0 0.4 -6.0
14.0 8.0 10.0 0.0 0.5 -6.0
14.0 8.0 10.0 0.0 0.6 -6.0
14.0 8.0 10.0 0.0 0.7 -6.0
14.0 8.0 10.0 0.0 0.8 -6.0
14.0 8.0 10.0 0.0 0.9 -6.0
14.0 8.0 10.0 0.0 1.0 -6.0
14.0 8.0 10.0 0.0 1.1 -6.0
14.0 8.0 10.0 0.0 1.2 -6.0
14.0 8.0 10.0 0.0 1.3 -6.0
14.0 8.0 10.0 0.0 1.4 -6.0
14.0 8.0 10.0 0.0 1.5 -6.0
14.0 8.0 10.0 0.0 1.6 -6.0
14.0 8.0 10.0 0.0 1.7 -6.0
14.0 8.0 10.0 0.0 1.8 -6.0
14.0 8.0 10.0 0.0 1.9 -6.0
14.0 8.0 10.0 0.0 2.0 -6.0
14.0 8.0 10.0 0.0 2.1 -6.0
14.0 8.0 10.0 0.0 2.2 -6.0
14.0 8.0 10.0 0.0 2.3 -6.0
14.0 8.0 10.0 0.0 2.4 -6.0
14.0 8.0 10.0 0.0 2.5 -6.0
14.0 8.0 10.0 0.0 2.6 -6.0
14.0 8.0 10.0 0.0 2.7 -6.0
14.0 8.0 10.0 0.0 2.8 -6.0
14.0 8.0 10.0 0.0 2.9 -6.0
14.0 8.0 10.0 0.0 3.0 -6.0
14.0 8.0 10.0 0.0 3.1 -6.0
14.0 8.0 10.0 0.0 3.2 -6.0
14.0 8.0 10.0 0.0 3.3 -6.0
14.0 8.0 10.0 0.0 3.4 -6.0
14.0 8.0 10.0 0.0 3.5 -6.0
14.0 8.0 10.0 0.0 3.6 -6.0
14.0 8.0 10.0 0.0 3.7 -6.0
14.0 8.0 10.0 0.0 3.8 -6.0
14.0 8.0 10.0 0.0 3.9 -6.0
14.0 8.0 10.0 0.0 4.0 -6.0
14.0 8.0 10.0 0.0 4.1 -6.0
14.0 8.0 10.0 0.0 4.2 -6.0
14.0 8.0 10.0 0.0 4.3 -6.0
14.0 8.0 10.0 0.0 4.4 -6.0
14.0 8.0 10.0 0.0 4.5 -6.0
14.0 8.0 10.0 0.0 4.6 -6.0
14.0 8.0 10.0 0.0 4.7 -6.0
14.0 8.0 10.0 0.0 4.8 -6.0
14.0 8.0 10.0 0.0 4.9 -6.0
14.0 8.0 10.0 0.0 5.0 -6.0
14.0 8.0 10.0 0.0 5.1 -6.0
14.0 8.0 10.0 0.0 5.2 -6.0
14.0 8.0 10.0 0.0 5.3 -6.0
14.0 8.0 10.0 0.0 5.4 -6.0
14.0 8.0 10.0 0.0 5.5 -6.0
14.0 8.0 10.0 0.0 5.6 -6.0
14.0 8.0 10.0 0.0 5.7 -6.0
14.0 8.0 10.0 0.0 5.8 -6.0
14.0 8.0 10.0 0.0 5.9 -6.0
14.0 8.0 10.0 0.0 6.0 -6.0
14.0 8.0 10.0 0.0 6.1 -6.0
14.0 8.0 10.0 0.0 6.2 -6.0
14.0 8.0 10.0 0.0 6.3 -6.0
14.0 8.0 10.0 0.0 6.4 -6.0
14.0 8.0 10.0 0.0 6.5 -6.0
14.0 8.0 10.0 0.0 6.6 -6.0
14.0 8.0 10.0 0.0 6.7 -6.0
14.0 8.0 10.0 0.0 6.8 -6.0
14.0 8.0 10.0 0.0 6.9 -6.0
14.0 8.0 10.0 0.0 7.0 -6.0
14.0 8.0 10.0 0.0 7.1 -6.0
14.0 8.0 10.0 0.0 7.2 -6.0
14.0 8.0 10.0 0.0 7.3 -6.0
14.0 8.0 10.0 0.0 7.4 -6.0
14.0 8.0 10.0 0.0 7.5 -6.0
14.0 8.0 10.0 0.0 7.6 -6.0
14.0 8.0 10.0 0.0 7.7 -6.0
14.0 8.0 10.0 0.0 7.8 -6.0
14.0 8.0 10.0 0.0 7.9 -6.0
14.0 8.0 10.0 0.0 8.0 -6.0
14.0 8.0 10.0 0.0 8.1 -6.0
14.0 8.0 10.0 0.0 8.2 -6.0
14.0 8.0 10.0 0.0 8.3 -6.0
14.0 8.0 10.0 0.0 8.4 -6.0
14.0 8.0 10.0 0.0 8.5 -6.0
14.0 8.0 10.0 0.0 8.6 -6.0
