14.0 8.0 10.0 0.0 8.7 -6.0
14.0 8.0 10.0 0.0 8.8 -6.0
14.0 8.0 10.0 0.0 8.9 -6.0
14.0 8.0 10.0 0.0 9.0 -6.0
14.0 8.0 10.0 0.0 9.1 -6.0
14.0 8.0 10.0 0.0 9.2 -6.0
14.0 8.0 10.0 0.0 9.3 -6.0
14.0 8.0 10.0 0.0 9.4 -6.0
14.0 8.0 10.0 0.0 9.5 -6.0
14.0 8.0 10.0 0.0 9.6 -6.0
14.0 8.0 10.0 0.0 9.7 -6.0
14.0 8.0 10.0 0.0 9.8 -6.0
14.0 8.0 10.0 0.0 9.9 -6.0
14.0 8.0 10.0 0.0 10.0 -6.0
14.0 8.0 10.0 0.0 10.1 -6.0
14.0 8.0 10.0 0.0 10.2 -6.0
14.0 8.0 10.0 0.0 10.3 -6.0
14.0 8.0 10.0 0.0 10.4 -6.0
14.0 8.0 10.0 0.0 10.5 -6.0
14.0 8.0 10.0 0.0 10.6 -6.0
14.0 8.0 10.0 0.0 10.7 -6.0
14.0 8.0 10.0 0.0 10.8 -6.0
14.0 8.0 10.0 0.0 10.9 -6.0
14.0 8.0 10.0 0.0 11.0 -6.0
14.0 8.0 10.0 0.0 11.1 -6.0
14.0 8.0 10.0 0.0 11.2 -6.0
14.0 8.0 10.0 0.0 11.3 -6.0
14.0 8.0 10.0 0.0 11.4 -6.0
14.0 8.0 10.0 0.0 11.5 -6.0
14.0 8.0 10.0 0.0 11.6 -6.0
14.0 8.0 10.0 0.0 11.7 -6.0
14.0 8.0 10.0 0.0 11.8 -6.0
14.0 8.0 10.0 0.0 11.9 -6.0
14.0 8.0 10.0 0.0 12.0 -6.0
